field_1,lat,lng,label,predictions,ids,CLUSTER_ID
2936,45.068252,7.69003,6,"8 : 0.63008785, 8 : 0.0616132, 8 : 0.044290654",48721155618,4
2937,45.068255,7.690025,6,"8 : 0.9234121, 8 : 0.017056882, 8 : 0.0026033353",48721491411,4
2938,45.068255,7.690058,6,"8 : 0.9191047, 8 : 0.011387759, 8 : 0.0024638232",48721491886,4
2939,45.068262,7.682726,6,"2 : 0.07840419, 7 : 0.069439605, 9 : 0.06702381",33086994464,4
2940,45.068265,7.682855,6,"11 : 0.33193913, 11 : 0.1846741, 11 : 0.08185256",45264282172,4
2941,45.068272,7.690094,6,"8 : 0.93333495, 8 : 0.017845247, 8 : 0.0061477916",48721156073,4
2942,45.068291,7.686986,6,"11 : 0.27332422, 1 : 0.17862566, 1 : 0.089953505",33374964394,4
2943,45.068296,7.683001,6,"1 : 0.86142004, 1 : 0.022900788, 11 : 0.007445597",32305998988,4
2944,45.068302,7.690044,6,"8 : 0.8753899, 8 : 0.039969407, 8 : 0.0144010885",48721668392,4
2945,45.068302,7.690061,6,"8 : 0.97018087, 8 : 0.0011932779, 8 : 0.00041327815",48721155868,4
2946,45.068329,7.682639,6,"1 : 0.2528676, 9 : 0.22327058, 11 : 0.06368759",33135393955,4
2947,45.068333,7.682777,6,"1 : 0.20413476, 13 : 0.12251094, 8 : 0.110813126",48015727173,4
2948,45.068333,7.682777,6,"1 : 0.15507217, 13 : 0.092728876, 8 : 0.078064546",48015726813,4
2949,45.068333,7.682777,6,"8 : 0.14353278, 8 : 0.11092533, 13 : 0.110385545",48015713766,4
2950,45.068333,7.682777,6,"10 : 0.2834111, 7 : 0.1332304, 13 : 0.12558205",48015713016,4
2951,45.068333,7.682777,6,"13 : 0.33039355, 7 : 0.073948525, 7 : 0.025291936",48015724423,4
2952,45.068345,7.689925,6,"8 : 0.8153711, 8 : 0.011347393, 8 : 0.004248128",34432870660,4
2953,45.068358,7.68985,6,"9 : 0.66698617, 8 : 0.057467323, 3 : 0.023808027",48573676652,4
2954,45.068358,7.68985,6,"8 : 0.17188516, 9 : 0.11975841, 8 : 0.09883458",48573676532,4
2955,45.068375,7.683075,6,"8 : 0.89062256, 8 : 0.08742051, 9 : 0.009292039",34858174341,4
2956,45.068375,7.683077,6,"8 : 0.64730096, 8 : 0.24638554, 9 : 0.011771144",34950290636,4
2957,45.068375,7.685827,6,"1 : 0.7789672, 1 : 0.050564278, 11 : 0.020964228",47209335991,4
2958,45.068375,7.685827,6,"1 : 0.65411776, 1 : 0.18726765, 11 : 0.03822971",47209335951,4
2959,45.068383,7.68602,6,"3 : 0.34540462, 7 : 0.12902077, 7 : 0.08553837",46757861442,4
2960,45.06843,7.686322,6,"1 : 0.6514699, 11 : 0.15150747, 1 : 0.02886888",32202180881,4
2961,45.068455,7.684442,6,"8 : 0.45719618, 9 : 0.2032262, 9 : 0.044492986",32938130334,4
2962,45.068459,7.695719,6,"13 : 0.40904868, 9 : 0.07667973, 9 : 0.040852763",48293767166,1
2963,45.068474,7.684314,6,"7 : 0.34652343, 3 : 0.039985277, 10 : 0.024960956",32732486798,4
2964,45.068474,7.684314,6,"7 : 0.05116776, 2 : 0.03217585, 10 : 0.022819517",31592371657,4
2965,45.068477,7.686286,6,"1 : 0.4093133, 11 : 0.21563935, 11 : 0.08916536",31944911300,4
2966,45.068504,7.68441,6,"7 : 0.39612255, 7 : 0.19776164, 7 : 0.12353545",46008715992,4
2967,45.068511,7.684236,6,"2 : 0.30537948, 2 : 0.17553519, 7 : 0.038796883",46994490535,4
2968,45.068513,7.686725,6,"1 : 0.9425113, 7 : 0.04090133, 1 : 0.0023757599",46217682545,4
2969,45.068519,7.684228,6,"3 : 0.15282834, 1 : 0.09743336, 6 : 0.031191818",44242929700,4
2970,45.068522,7.692421,6,"1 : 0.14097843, 11 : 0.10335801, 11 : 0.077810034",33961480471,1
2971,45.068534,7.684292,6,"7 : 0.5368473, 2 : 0.1713759, 2 : 0.06790503",46009072962,4
2972,45.068536,7.684367,6,"1 : 0.5565999, 1 : 0.05453665, 4 : 0.051732622",39155335142,4
2973,45.06855,7.683101,6,"14 : 0.32994848, 13 : 0.054444328, 13 : 0.04638609",32958323074,4
2974,45.06855,7.684142,6,"7 : 0.79053956, 2 : 0.030689534, 10 : 0.010754407",45334490234,4
2975,45.06855,7.684164,6,"13 : 0.09520812, 10 : 0.07835577, 2 : 0.047330957",46008787962,4
2976,45.068572,7.684344,6,"14 : 0.72557175, 9 : 0.020917678, 4 : 0.017354444",47910610941,4
2977,45.068572,7.684344,6,"14 : 0.72557175, 9 : 0.020917678, 4 : 0.017354444",47858469492,4
2978,45.068572,7.686706,6,"11 : 0.25262704, 1 : 0.21709383, 8 : 0.040259074",46485996064,4
2979,45.068572,7.686706,6,"11 : 0.20174694, 1 : 0.1786744, 1 : 0.13424577",46294895155,4
2980,45.068572,7.686706,6,"1 : 0.7418073, 11 : 0.07159005, 9 : 0.019369802",32267093207,4
2981,45.06858,7.685494,6,"9 : 0.33147004, 11 : 0.11116195, 2 : 0.07636701",49033949098,4
2982,45.068594,7.684383,6,"4 : 0.06797003, 9 : 0.06701138, 7 : 0.04077591",34078042215,4
2983,45.068594,7.684383,6,"4 : 0.2292462, 12 : 0.105534844, 7 : 0.067160405",34077831145,4
2984,45.068594,7.684383,6,"10 : 0.15988484, 2 : 0.107918106, 13 : 0.031073848",34037926016,4
2985,45.068594,7.684383,6,"2 : 0.9400144, 1 : 0.024992932, 10 : 0.002885256",33693776750,4
2986,45.068594,7.684383,6,"12 : 0.29765213, 10 : 0.2702581, 10 : 0.1123652",33948353341,4
2987,45.068594,7.684383,6,"7 : 0.09123167, 1 : 0.060669646, 13 : 0.048166692",33948286161,4
2988,45.068594,7.684383,6,"12 : 0.3178743, 11 : 0.27632323, 1 : 0.057200138",33235792324,4
2989,45.068594,7.684383,6,"11 : 0.8791963, 9 : 0.0093385605, 14 : 0.007462083",33948230021,4
2990,45.068594,7.684383,6,"10 : 0.2701169, 7 : 0.26178792, 10 : 0.117468506",33693666610,4
2991,45.068594,7.684383,6,"7 : 0.33711, 10 : 0.11482089, 10 : 0.09919389",33948162591,4
2992,45.068594,7.684383,6,"13 : 0.23963763, 13 : 0.16126175, 7 : 0.047484238",34214409695,4
2993,45.068594,7.684383,6,"3 : 0.60778147, 2 : 0.09703965, 2 : 0.032406446",33545910013,4
2994,45.068594,7.684383,6,"12 : 0.18143614, 2 : 0.15536359, 2 : 0.081693694",33693810870,4
2995,45.068594,7.684383,6,"12 : 0.2035832, 10 : 0.1852424, 9 : 0.15272257",34077574925,4
2996,45.068594,7.684383,6,"1 : 0.94909036, 9 : 0.0076415776, 11 : 0.006984958",33235670414,4
2997,45.068594,7.684383,6,"2 : 0.26814324, 10 : 0.06354627, 12 : 0.055574637",33948428971,4
2998,45.068599,7.66338,6,"5 : 0.59004444, 1 : 0.15026516, 1 : 0.0205771",33408936241,3
2999,45.068599,7.66338,6,"1 : 0.5288553, 8 : 0.051930588, 11 : 0.02687445",32693999834,3
3000,45.068599,7.66338,6,"5 : 0.3264722, 9 : 0.19973096, 1 : 0.013840369",33408928371,3
3001,45.068599,7.66338,6,"1 : 0.7561396, 1 : 0.025600102, 11 : 0.005606594",32693981924,3
3002,45.068599,7.66338,6,"5 : 0.42989922, 9 : 0.11187101, 2 : 0.032064345",33537731805,3
3003,45.068599,7.66338,6,"11 : 0.57769567, 1 : 0.34286502, 1 : 0.03455083",32723061133,3
3004,45.068599,7.66338,6,"4 : 0.076809384, 12 : 0.06227265, 5 : 0.03945898",33380532062,3
3005,45.068599,7.66338,6,"1 : 0.134499, 5 : 0.08554419, 9 : 0.070062794",32723039553,3
3006,45.068599,7.66338,6,"9 : 0.26087162, 12 : 0.077368416, 12 : 0.045529827",33537702105,3
3007,45.068599,7.66338,6,"8 : 0.21291593, 2 : 0.15640503, 8 : 0.14524701",33496556716,3
3008,45.068599,7.66338,6,"9 : 0.3961001, 9 : 0.09229051, 5 : 0.07754368",33496548356,3
3009,45.068599,7.66338,6,"7 : 0.072428346, 7 : 0.029931063, 2 : 0.028807972",40118684481,3
3010,45.068599,7.66338,6,"1 : 0.49437147, 11 : 0.08922739, 11 : 0.05662602",32693870284,3
3011,45.0686,7.686741,6,"1 : 0.81026065, 1 : 0.01643194, 1 : 0.006666923",29699905978,4
3012,45.0686,7.686741,6,"1 : 0.26310992, 2 : 0.12372826, 1 : 0.07274893",43524071852,4
3013,45.068611,7.68415,6,"6 : 0.087547824, 6 : 0.07398464, 6 : 0.050087318",47858482462,4
3014,45.068611,7.692777,6,"1 : 0.53352654, 11 : 0.14528628, 1 : 0.038634326",48794776316,1
3015,45.068622,7.694411,6,"1 : 0.18930946, 11 : 0.1056719, 11 : 0.10250143",41762771990,1
3016,45.068625,7.686342,6,"4 : 0.9694408, 11 : 0.0028338667, 1 : 0.0027853658",47209335701,4
3017,45.068625,7.686342,6,"4 : 0.9682842, 9 : 0.020197526, 1 : 0.0017163164",47209335771,4
3018,45.068625,7.686342,6,"4 : 0.6279153, 9 : 0.115654476, 1 : 0.025390683",47209335891,4
3019,45.068625,7.686342,6,"4 : 0.8665254, 9 : 0.08600284, 1 : 0.006585664",47209335901,4
3020,45.068625,7.686342,6,"4 : 0.801596, 11 : 0.06386789, 1 : 0.023457488",47209336001,4
3021,45.06863,7.68415,6,"2 : 0.14355953, 5 : 0.039385743, 5 : 0.03849662",40943896553,4
3022,45.068633,7.667191,6,"8 : 0.9249399, 8 : 0.0016201857, 8 : 0.0007177069",42089911431,3
3023,45.068633,7.686216,6,"1 : 0.3071061, 1 : 0.26422897, 4 : 0.123931006",32172044842,4
3024,45.068633,7.691772,6,"4 : 0.79677296, 12 : 0.024092006, 2 : 0.013703406",44441457324,4
3025,45.068636,7.686395,6,"4 : 0.49686185, 1 : 0.17412789, 9 : 0.15338635",50435558578,4
3026,45.068641,7.684249,6,"7 : 0.11480034, 3 : 0.05126368, 2 : 0.025952313",45334779564,4
3027,45.068648,7.684389,6,"4 : 0.8782865, 9 : 0.0116110295, 11 : 0.010698464",31522993267,4
3028,45.068648,7.684389,6,"4 : 0.23487689, 9 : 0.18116099, 14 : 0.058677796",46462967481,4
3029,45.068648,7.684389,6,"4 : 0.60465443, 6 : 0.0708009, 6 : 0.06806811",45550104155,4
3030,45.068648,7.684389,6,"7 : 0.08985087, 4 : 0.079686254, 10 : 0.067286335",31522992527,4
3031,45.068648,7.684389,6,"4 : 0.06812471, 1 : 0.049761787, 12 : 0.044044267",45550103735,4
3032,45.068648,7.684389,6,"2 : 0.5748595, 14 : 0.042253826, 12 : 0.027920086",31522992387,4
3033,45.068648,7.684389,6,"2 : 0.16765037, 7 : 0.04095026, 10 : 0.029491492",46412027532,4
3034,45.068648,7.684389,6,"1 : 0.9823054, 1 : 0.0025253263, 8 : 0.0019258934",31522992077,4
3035,45.068648,7.684389,6,"4 : 0.9504755, 1 : 0.020299, 9 : 0.0054657497",31522992847,4
3036,45.068663,7.683344,6,"1 : 0.8243539, 2 : 0.012461738, 1 : 0.0048861895",37927515495,4
3037,45.068663,7.687108,6,"13 : 0.7964473, 1 : 0.05900667, 7 : 0.020216996",32250808611,4
3038,45.068663,7.694427,6,"11 : 0.5715311, 1 : 0.13942656, 1 : 0.09814708",29699908808,1
3039,45.068671,7.683198,6,"1 : 0.35895288, 1 : 0.10656026, 12 : 0.083004616",46779582682,4
3040,45.068678,7.685526,6,"11 : 0.42258552, 11 : 0.24239624, 1 : 0.042635523",33333929808,4
3041,45.068678,7.685526,6,"2 : 0.3647469, 1 : 0.11215479, 11 : 0.074762054",33333910578,4
3042,45.068678,7.685526,6,"12 : 0.08911629, 3 : 0.08891013, 14 : 0.07157916",46294929135,4
3043,45.068678,7.685526,6,"3 : 0.41353333, 13 : 0.17964096, 2 : 0.057199374",33333919528,4
3044,45.068678,7.685526,6,"3 : 0.42242947, 13 : 0.107132524, 1 : 0.05332365",32267131757,4
3045,45.068678,7.685526,6,"7 : 0.6197723, 11 : 0.1786276, 7 : 0.044113927",33333899448,4
3046,45.068678,7.685526,6,"7 : 0.72003025, 7 : 0.06065252, 7 : 0.017732846",33333880748,4
3047,45.068678,7.685526,6,"11 : 0.1567875, 13 : 0.1272583, 1 : 0.0309603",47157341132,4
3048,45.068678,7.685526,6,"13 : 0.4441772, 3 : 0.18565093, 6 : 0.045792367",46294968275,4
3049,45.068678,7.685526,6,"12 : 0.36242744, 3 : 0.11595831, 7 : 0.11543834",32267112017,4
3050,45.068678,7.685526,6,"13 : 0.71922076, 3 : 0.074040666, 7 : 0.052642375",47209371241,4
3051,45.068678,7.685526,6,"4 : 0.88997084, 11 : 0.03059504, 13 : 0.020543946",33333901518,4
3052,45.068678,7.685526,6,"1 : 0.385566, 2 : 0.28184772, 11 : 0.087294534",47209339401,4
3053,45.068678,7.685526,6,"11 : 0.5512655, 2 : 0.40533262, 2 : 0.0061895587",46294925955,4
3054,45.068678,7.685526,6,"1 : 0.17592719, 3 : 0.091189645, 9 : 0.046574805",47157343082,4
3055,45.068678,7.685526,6,"4 : 0.9810145, 11 : 0.0040501193, 1 : 0.0031302117",46294940105,4
3056,45.068678,7.685526,6,"3 : 0.56532055, 7 : 0.10349982, 7 : 0.10196296",33333904528,4
3057,45.068678,7.685526,6,"2 : 0.10707541, 13 : 0.09644791, 13 : 0.06220862",46294943325,4
3058,45.068678,7.685526,6,"3 : 0.15817472, 1 : 0.1150728, 12 : 0.082091436",47209355171,4
3059,45.068678,7.685526,6,"2 : 0.40657634, 11 : 0.10091235, 1 : 0.06300782",47209359951,4
3060,45.068678,7.685526,6,"9 : 0.31275177, 3 : 0.21709937, 1 : 0.07845085",47209382941,4
3061,45.068678,7.685526,6,"11 : 0.5227688, 13 : 0.079076774, 13 : 0.07596136",33333903888,4
3062,45.068678,7.685526,6,"7 : 0.65324086, 12 : 0.013070182, 7 : 0.007966307",47209359861,4
3063,45.068678,7.685526,6,"7 : 0.2929593, 4 : 0.18548001, 13 : 0.085998595",33333901358,4
3064,45.068678,7.685526,6,"7 : 0.1123314, 2 : 0.067774095, 14 : 0.05799843",32267112167,4
3065,45.068678,7.685526,6,"2 : 0.054699656, 2 : 0.04642253, 7 : 0.035903852",46294940265,4
3066,45.068678,7.685526,6,"11 : 0.51521736, 2 : 0.32749864, 10 : 0.031227795",47209370891,4
3067,45.068678,7.685526,6,"2 : 0.4926709, 11 : 0.32129565, 11 : 0.035787564",46294923915,4
3068,45.068678,7.685526,6,"2 : 0.4060389, 13 : 0.12983428, 13 : 0.07374299",33333880368,4
3069,45.068678,7.685526,6,"4 : 0.5383735, 13 : 0.036314607, 14 : 0.02601664",33333906968,4
3070,45.068678,7.685526,6,"11 : 0.44242015, 11 : 0.17675655, 2 : 0.16987297",47157341592,4
3071,45.068678,7.685526,6,"13 : 0.096877284, 12 : 0.076680034, 3 : 0.05030329",47157337182,4
3072,45.068678,7.685526,6,"2 : 0.21355051, 1 : 0.11094397, 11 : 0.10643056",47209371871,4
3073,45.068678,7.685526,6,"1 : 0.31646603, 10 : 0.23911938, 12 : 0.046493452",46294924335,4
3074,45.068678,7.685526,6,"2 : 0.39934054, 3 : 0.3863479, 11 : 0.102939524",47209360061,4
3075,45.068678,7.685526,6,"11 : 0.6257907, 1 : 0.05814926, 2 : 0.036413178",46294968075,4
3076,45.068678,7.685526,6,"10 : 0.60191685, 12 : 0.11021796, 11 : 0.053039577",47209371071,4
3077,45.068678,7.685526,6,"7 : 0.9366872, 7 : 0.025298683, 2 : 0.00992489",32267111857,4
3078,45.068678,7.685526,6,"3 : 0.1582101, 9 : 0.04251439, 13 : 0.03876887",33333880668,4
3079,45.068678,7.685526,6,"7 : 0.14910455, 7 : 0.08236755, 7 : 0.032291804",33333880468,4
3080,45.068678,7.685526,6,"7 : 0.29834872, 12 : 0.16429295, 7 : 0.017985841",33333910418,4
3081,45.068678,7.685526,6,"8 : 0.1571362, 6 : 0.08672752, 1 : 0.08438646",46294943645,4
3082,45.068678,7.685526,6,"4 : 0.43063343, 14 : 0.14088666, 11 : 0.042108685",33333912728,4
3083,45.068678,7.685526,6,"12 : 0.36460453, 3 : 0.090456665, 12 : 0.08383721",33333901268,4
3084,45.068678,7.685526,6,"4 : 0.18518287, 11 : 0.11483422, 12 : 0.034289427",47157341892,4
3085,45.068678,7.685526,6,"2 : 0.32256344, 4 : 0.18662444, 10 : 0.05045238",33333898698,4
3086,45.068678,7.685526,6,"4 : 0.92374015, 1 : 0.009862774, 1 : 0.009231796",46486045084,4
3087,45.068678,7.685526,6,"12 : 0.061199747, 7 : 0.060915645, 7 : 0.039012473",47157305962,4
3088,45.068678,7.685526,6,"11 : 0.19856012, 7 : 0.17790592, 7 : 0.065469466",47209366831,4
3089,45.068678,7.685526,6,"11 : 0.41149998, 2 : 0.20381957, 1 : 0.1636748",47157346672,4
3090,45.068678,7.685526,6,"3 : 0.32129347, 12 : 0.07838699, 12 : 0.026761284",33333898458,4
3091,45.068678,7.685526,6,"4 : 0.9641301, 9 : 0.011977504, 1 : 0.005591215",33333877348,4
3092,45.068678,7.685526,6,"1 : 0.4223821, 2 : 0.17662154, 11 : 0.09793494",33333898338,4
3093,45.068678,7.685526,6,"4 : 0.14476927, 10 : 0.14283507, 12 : 0.07125229",33333910158,4
3094,45.068678,7.685526,6,"3 : 0.106488116, 2 : 0.06326821, 13 : 0.045258872",46294967845,4
3095,45.068678,7.685526,6,"2 : 0.6530906, 11 : 0.087766275, 10 : 0.036210563",40244515113,4
3096,45.068678,7.685526,6,"11 : 0.24235448, 13 : 0.20093234, 13 : 0.12815307",47209375571,4
3097,45.068678,7.685526,6,"11 : 0.5318824, 2 : 0.16155791, 11 : 0.041953694",33333904138,4
3098,45.068678,7.685526,6,"12 : 0.93395084, 2 : 0.006974808, 4 : 0.006003991",46294946285,4
3099,45.068678,7.685526,6,"1 : 0.48191357, 13 : 0.114153326, 12 : 0.074645564",46294940575,4
3100,45.068678,7.685526,6,"2 : 0.41297117, 11 : 0.27278057, 1 : 0.08047169",47157346202,4
3101,45.068678,7.685526,6,"11 : 0.4532175, 11 : 0.07651672, 11 : 0.04219391",47157337032,4
3102,45.068678,7.685526,6,"7 : 0.13036546, 12 : 0.1264215, 7 : 0.08900434",47209355001,4
3103,45.068678,7.685526,6,"11 : 0.38987687, 1 : 0.1992077, 2 : 0.13053799",47157341752,4
3104,45.068678,7.685526,6,"2 : 0.31257033, 11 : 0.28810903, 11 : 0.080147915",33333901168,4
3105,45.068678,7.685526,6,"11 : 0.32525507, 7 : 0.104347326, 7 : 0.06471221",33333898638,4
3106,45.068678,7.685526,6,"3 : 0.24934058, 11 : 0.19055346, 7 : 0.08676165",47157337232,4
3107,45.068678,7.685526,6,"1 : 0.77413565, 12 : 0.033883516, 12 : 0.017789807",47209359641,4
3108,45.068678,7.685526,6,"2 : 0.5785379, 11 : 0.3421577, 11 : 0.0082265865",33333877118,4
3109,45.068678,7.685526,6,"4 : 0.89362746, 1 : 0.06978216, 11 : 0.0056324885",33333876948,4
3110,45.068678,7.685526,6,"4 : 0.63888717, 8 : 0.08326677, 9 : 0.015126072",46294943365,4
3111,45.068678,7.685526,6,"11 : 0.8735189, 2 : 0.033475664, 11 : 0.0064977584",46294940635,4
3112,45.068678,7.685526,6,"8 : 0.9290495, 8 : 0.0029318614, 7 : 0.002309332",46294943845,4
3113,45.068678,7.685526,6,"2 : 0.39471474, 1 : 0.17485319, 11 : 0.15568987",46294943725,4
3114,45.068678,7.685526,6,"7 : 0.24074613, 2 : 0.065375336, 7 : 0.037178215",46294946725,4
3115,45.068678,7.685526,6,"1 : 0.31107256, 11 : 0.106840424, 1 : 0.077657305",33333921048,4
3116,45.068678,7.685526,6,"11 : 0.65563464, 2 : 0.06827356, 1 : 0.025871988",47209339541,4
3117,45.068678,7.685526,6,"11 : 0.2588671, 1 : 0.23187299, 1 : 0.12541123",40244547663,4
3118,45.068678,7.685526,6,"2 : 0.40379387, 11 : 0.18794239, 1 : 0.09745214",46486049004,4
3119,45.068678,7.685526,6,"4 : 0.6318702, 1 : 0.12567264, 13 : 0.030652463",33333877658,4
3120,45.068678,7.685526,6,"2 : 0.25122836, 1 : 0.20149289, 10 : 0.11367289",47209361211,4
3121,45.068678,7.685526,6,"8 : 0.72061574, 8 : 0.05722384, 8 : 0.040287104",33333910218,4
3122,45.068678,7.685526,6,"1 : 0.5293569, 11 : 0.05357521, 11 : 0.051312115",47157337452,4
3123,45.068678,7.685526,6,"3 : 0.29194924, 11 : 0.19324741, 2 : 0.17462955",47209375901,4
3124,45.068678,7.685526,6,"1 : 0.20491701, 11 : 0.129703, 2 : 0.12017683",46486045214,4
3125,45.068678,7.685526,6,"7 : 0.40803823, 14 : 0.19940737, 4 : 0.090382785",33333913018,4
3126,45.068678,7.685526,6,"11 : 0.82234687, 2 : 0.050757915, 2 : 0.043997437",33333907808,4
3127,45.068678,7.685526,6,"11 : 0.4536043, 2 : 0.23355417, 1 : 0.08422785",47209339721,4
3128,45.068678,7.685526,6,"12 : 0.09695666, 4 : 0.0634413, 12 : 0.05462797",46294946935,4
3129,45.068678,7.685526,6,"7 : 0.3769038, 11 : 0.13918848, 13 : 0.05196478",47209371591,4
3130,45.068678,7.685526,6,"13 : 0.4212553, 11 : 0.14827918, 1 : 0.11928044",47209375131,4
3131,45.068678,7.685526,6,"7 : 0.21785156, 1 : 0.19722416, 1 : 0.053007875",47157341432,4
3132,45.068678,7.685526,6,"9 : 0.19698027, 2 : 0.07148567, 1 : 0.056315705",33333876988,4
3133,45.068678,7.685526,6,"2 : 0.91986305, 1 : 0.0153937405, 11 : 0.015331701",47157337352,4
3134,45.068678,7.685526,6,"11 : 0.37765062, 7 : 0.11745453, 6 : 0.062472414",47209367061,4
3135,45.068678,7.685526,6,"11 : 0.49207136, 3 : 0.24291246, 1 : 0.02916636",33333904658,4
3136,45.068678,7.685526,6,"2 : 0.43068823, 10 : 0.27420524, 9 : 0.038341656",33333906638,4
3137,45.068678,7.685526,6,"4 : 0.5191309, 1 : 0.37858304, 1 : 0.033903923",33333918438,4
3138,45.068678,7.685526,6,"11 : 0.39812014, 13 : 0.06722815, 13 : 0.044170227",40244515333,4
3139,45.068701,7.68279,6,"11 : 0.38739213, 2 : 0.15733568, 1 : 0.08953546",41611800342,4
3140,45.068716,7.682898,6,"1 : 0.39206645, 2 : 0.2312515, 11 : 0.16747618",32057226664,4
3141,45.068725,7.685947,6,"14 : 0.33437768, 9 : 0.25137243, 1 : 0.124971166",41917144771,4
3142,45.068725,7.686875,6,"1 : 0.8976441, 1 : 0.009945574, 1 : 0.007847174",48573674042,4
3143,45.068733,7.686558,6,"1 : 0.92569274, 1 : 0.0039832364, 13 : 0.0009824769",48573674247,4
3144,45.068744,7.692422,6,"1 : 0.7348428, 1 : 0.053013857, 1 : 0.04755416",32342901775,1
3145,45.068753,7.686361,6,"1 : 0.89785296, 11 : 0.008774432, 1 : 0.007889021",46177974731,4
3146,45.068761,7.683072,6,"8 : 0.94188416, 8 : 0.0059097963, 13 : 0.004708855",34950281546,4
3147,45.068763,7.682686,6,"11 : 0.4545071, 1 : 0.24298958, 2 : 0.05251747",32201958011,4
3148,45.068777,7.686105,6,"1 : 0.54639256, 2 : 0.11461916, 11 : 0.0966657",33333873418,4
3149,45.068777,7.686105,6,"1 : 0.2735674, 1 : 0.24152994, 11 : 0.0741279",33333874048,4
3150,45.068777,7.6927,6,"1 : 0.74764484, 1 : 0.14940225, 11 : 0.013445632",48504311531,1
3151,45.068791,7.683027,6,"8 : 0.89495885, 8 : 0.032097254, 13 : 0.0078934245",34950280816,4
3152,45.068792,7.686084,6,"1 : 0.7851946, 11 : 0.021109305, 1 : 0.019806448",46294895185,4
3153,45.068792,7.686084,6,"1 : 0.8047917, 1 : 0.0191105, 8 : 0.0052701063",46485996214,4
3154,45.068792,7.686084,6,"1 : 0.92438895, 1 : 0.013746158, 1 : 0.0020839463",32267093837,4
3155,45.068792,7.686084,6,"1 : 0.37224698, 1 : 0.025119903, 1 : 0.022053657",32267094027,4
3156,45.068792,7.686084,6,"1 : 0.78117007, 1 : 0.019624084, 1 : 0.016364682",33333866588,4
3157,45.068792,7.686084,6,"1 : 0.6296787, 11 : 0.01633817, 1 : 0.012348402",32267093017,4
3158,45.068792,7.686084,6,"1 : 0.47709876, 4 : 0.12216284, 2 : 0.03355044",32267100317,4
3159,45.068792,7.686084,6,"4 : 0.33061373, 1 : 0.18558453, 1 : 0.041094504",33333866158,4
3160,45.068792,7.686084,6,"1 : 0.26833987, 1 : 0.14793147, 1 : 0.078581624",33333866348,4
3161,45.068792,7.686084,6,"4 : 0.31361783, 1 : 0.14194702, 11 : 0.072588",32267100487,4
3162,45.068792,7.686084,6,"11 : 0.13178405, 11 : 0.13144252, 1 : 0.117685735",33333866238,4
3163,45.068792,7.686084,6,"1 : 0.71244556, 1 : 0.011779586, 9 : 0.009868675",32267101377,4
3164,45.068792,7.686084,6,"1 : 0.23034668, 9 : 0.15712063, 4 : 0.06916915",47209334151,4
3165,45.068816,7.6857,6,"1 : 0.84821886, 12 : 0.015651733, 2 : 0.013290822",41103998190,4
3166,45.068827,7.691255,6,"8 : 0.34326, 4 : 0.17720804, 8 : 0.16327971",49172529028,4
3167,45.068832,7.685344,6,"1 : 0.95233107, 1 : 0.0032528325, 11 : 0.0026258277",27405642019,4
3168,45.068838,7.685945,6,"1 : 0.78501976, 2 : 0.0975694, 11 : 0.017356351",47157346412,4
3169,45.068838,7.685945,6,"1 : 0.29359704, 1 : 0.16777545, 2 : 0.09449951",46294974015,4
3170,45.068838,7.685945,6,"1 : 0.33289063, 2 : 0.22798887, 1 : 0.22106735",47157347342,4
3171,45.068838,7.685945,6,"11 : 0.38463604, 11 : 0.15709104, 2 : 0.10799572",46294973605,4
3172,45.068838,7.685945,6,"1 : 0.27878422, 11 : 0.16394685, 1 : 0.12112739",47157346542,4
3173,45.068839,7.685955,6,"1 : 0.3324826, 11 : 0.25439575, 3 : 0.09360942",39155329442,4
3174,45.068839,7.685955,6,"11 : 0.17116867, 13 : 0.16141935, 1 : 0.14621939",39182266081,4
3175,45.068839,7.685955,6,"10 : 0.47738558, 4 : 0.1694521, 10 : 0.048762124",39155324362,4
3176,45.068839,7.685955,6,"3 : 0.84180796, 11 : 0.023581656, 12 : 0.006662399",27405625379,4
3177,45.068839,7.685955,6,"13 : 0.3945789, 9 : 0.044009075, 2 : 0.024367955",27405617889,4
3178,45.068839,7.685955,6,"2 : 0.34692407, 1 : 0.28496048, 11 : 0.04981296",38306613805,4
3179,45.068839,7.685955,6,"1 : 0.3185248, 2 : 0.22869094, 11 : 0.15438487",27405611529,4
3180,45.068839,7.685955,6,"2 : 0.41967213, 1 : 0.13959257, 11 : 0.059792154",38306608565,4
3181,45.068839,7.685955,6,"2 : 0.5416542, 1 : 0.2201602, 11 : 0.08011129",39182244921,4
3182,45.068839,7.685955,6,"4 : 0.78146297, 1 : 0.06278306, 2 : 0.041742522",38475411784,4
3183,45.068839,7.685955,6,"11 : 0.4178515, 2 : 0.1659311, 11 : 0.12657899",38475408824,4
3184,45.068839,7.685955,6,"2 : 0.118806615, 1 : 0.10131808, 11 : 0.095902346",38475402614,4
3185,45.068839,7.685955,6,"7 : 0.15281758, 7 : 0.0653866, 7 : 0.05571298",25317207908,4
3186,45.068839,7.685955,6,"7 : 0.43388623, 12 : 0.22480759, 2 : 0.022945862",38475396644,4
3187,45.068839,7.685955,6,"2 : 0.5544777, 7 : 0.08922127, 13 : 0.063919395",24322306897,4
3188,45.068839,7.685955,6,"2 : 0.29510966, 2 : 0.12265831, 7 : 0.056338836",38475389444,4
