,lat,lng,ids,predictions,label,cores
222,45.018692,7.665238,31398536437,"3 : 0.86574996, 13 : 0.03229704, 2 : 0.015251105",0,1
223,45.018692,7.665238,46287258552,"7 : 0.41610274, 3 : 0.36865398, 7 : 0.03787235",0,1
224,45.018692,7.665238,45614423584,"2 : 0.52112925, 2 : 0.2810268, 7 : 0.00965636",0,1
225,45.018692,7.665238,45614421454,"2 : 0.82004416, 2 : 0.15578045, 7 : 0.006547237",0,1
226,45.018692,7.665238,31398532287,"7 : 0.85533535, 13 : 0.025878042, 2 : 0.009316655",0,1
227,45.018692,7.665238,32465735078,"3 : 0.1462252, 7 : 0.07982578, 7 : 0.055962402",0,1
228,45.018692,7.665238,45614414364,"7 : 0.18766434, 7 : 0.08441199, 7 : 0.06023728",0,1
229,45.018692,7.665238,45614410324,"7 : 0.15302572, 7 : 0.14633943, 3 : 0.08092393",0,1
230,45.018692,7.665238,44520871080,"4 : 0.5728499, 3 : 0.12477415, 7 : 0.061149456",0,1
231,45.018692,7.665238,44520866570,"2 : 0.85202867, 7 : 0.045828708, 3 : 0.008702493",0,1
232,45.018692,7.665238,46337813051,"3 : 0.39604005, 7 : 0.16566467, 7 : 0.04375942",0,1
233,45.018692,7.665238,46287225262,"7 : 0.9315347, 6 : 0.0041252263, 7 : 0.0020627885",0,1
234,45.018692,7.665238,45614380334,"7 : 0.66942894, 4 : 0.014079008, 7 : 0.013222638",0,1
235,45.018692,7.665238,45425056535,"2 : 0.6375927, 12 : 0.061734486, 3 : 0.06066862",0,1
236,45.018692,7.665238,46337797881,"7 : 0.09902921, 7 : 0.088259146, 2 : 0.05581156",0,1
237,45.018692,7.665238,46337795961,"7 : 0.3937158, 7 : 0.10840689, 7 : 0.09149375",0,1
238,45.018692,7.665238,46337794351,"7 : 0.10725494, 7 : 0.08583141, 7 : 0.055322245",0,1
239,45.018692,7.665238,31398502877,"7 : 0.48204264, 7 : 0.20065486, 7 : 0.11598447",0,1
240,45.018692,7.665238,30871436377,"7 : 0.18163696, 7 : 0.15142666, 13 : 0.064490534",0,1
241,45.018692,7.665238,45811155731,"7 : 0.1046837, 7 : 0.041929703",0,1
242,45.018692,7.665238,30871439107,"7 : 0.97489434, 7 : 0.0044917837, 7 : 0.0017713454",0,1
243,45.018692,7.665238,45865029501,"8 : 0.13196255, 13 : 0.0763195, 3 : 0.049769316",0,1
244,45.018692,7.665238,44200078820,"3 : 0.082609065, 2 : 0.05998197, 7 : 0.043116063",0,1
245,45.018692,7.665238,45104040525,"7 : 0.43163368, 9 : 0.11982784, 13 : 0.040864147",0,1
246,45.018692,7.665238,31076639297,"3 : 0.6735118, 7 : 0.084046505, 2 : 0.02656734",0,1
247,45.018692,7.665238,45104031375,"4 : 0.13846554, 2 : 0.079527795, 13 : 0.058853235",0,1
248,45.018692,7.665238,45435044764,"7 : 0.84552157, 3 : 0.025091918, 7 : 0.014557877",0,1
249,45.018692,7.665238,46108118422,"7 : 0.43311033, 2 : 0.14174978, 7 : 0.079912506",0,1
250,45.018692,7.665238,46220220491,"7 : 0.067303635, 11 : 0.02528202, 7 : 0.020762092",0,1
251,45.018692,7.665238,31281341137,"13 : 0.56810063, 9 : 0.104316846, 13 : 0.022207078",0,1
252,45.018692,7.665238,45496336204,"7 : 0.7528631, 7 : 0.19832227, 4 : 0.01640486",0,1
253,45.018692,7.665238,46220232791,"7 : 0.95749706, 4 : 0.004210571, 7 : 0.0015166615",0,1
254,45.018692,7.665238,45496318184,"13 : 0.8612631, 13 : 0.05761338, 13 : 0.011639594",0,1
255,45.018692,7.665238,31385403347,"13 : 0.29861283, 1 : 0.17420632, 7 : 0.14255017",0,1
256,45.018692,7.665238,45600943214,"3 : 0.19109538, 8 : 0.16562495, 7 : 0.16071463",0,1
257,45.018692,7.665238,44507734740,"13 : 0.99154437, 7 : 0.0029969641, 7 : 0.00091343554",0,1
258,45.018692,7.665238,45425112465,"7 : 0.10389038, 3 : 0.09570931, 13 : 0.091296025",0,1
