,lat,lng,label,counters
544,45.06949187,7.6864922,0,19
545,45.06949187,7.6864922,0,19
546,45.06976,7.68648,0,203
547,45.06976,7.68648,0,203
548,45.06976,7.68648,0,203
549,45.07165,7.68634,0,123
550,45.07165,7.68634,0,123
551,45.07165,7.68634,0,123
552,45.0740217977,7.6861157485,0,5
553,45.0740217977,7.6861157485,0,5
554,45.0740217977,7.6861157485,0,5
555,45.07165,7.68635,0,1
556,45.07165,7.68635,0,1
557,45.07165,7.68635,0,1
558,45.0706030604,7.6864832261,0,66
559,45.0706030604,7.6864832261,0,66
560,45.0706030604,7.6864832261,0,66
561,45.0645177895,7.6871350545,0,18
562,45.0645177895,7.6871350545,0,18
563,45.0645177895,7.6871350545,0,18
564,45.072245284,7.686491901,0,411
565,45.072245284,7.686491901,0,411
566,45.072245284,7.686491901,0,411
567,45.06199,7.68795,0,908
568,45.06199,7.68795,0,908
569,45.06199,7.68795,0,908
570,45.0756008301,7.686978557,0,257
571,45.0756008301,7.686978557,0,257
572,45.0756008301,7.686978557,0,257
573,45.06196,7.68831,0,180
574,45.06196,7.68831,0,180
575,45.06196,7.68831,0,180
576,45.0677,7.68782999999999,0,5
577,45.0677,7.68782999999999,0,5
578,45.0677,7.68782999999999,0,5
579,45.06605,7.68805,0,510
580,45.06605,7.68805,0,510
581,45.06605,7.68805,0,510
582,45.06954,7.68792,0,200
583,45.06954,7.68792,0,200
584,45.06954,7.68792,0,200
585,45.0801,7.68703,0,17
586,45.0801,7.68703,0,17
587,45.0801,7.68703,0,17
588,45.07078617,7.688075,0,149
589,45.07078617,7.688075,0,149
590,45.07078617,7.688075,0,149
591,45.0664049583,7.6887374555,0,98
592,45.0664049583,7.6887374555,0,98
593,45.0664049583,7.6887374555,0,98
594,45.06909,7.68848,0,3
595,45.06909,7.68848,0,3
596,45.06909,7.68848,0,3
597,45.06138,7.68926,0,170
598,45.06138,7.68926,0,170
599,45.06138,7.68926,0,170
600,45.0669675,7.6889511,0,16
601,45.0669675,7.6889511,0,16
602,45.0669675,7.6889511,0,16
603,45.0694384493,7.6888893927,0,18
604,45.0694384493,7.6888893927,0,18
605,45.0694384493,7.6888893927,0,18
606,45.0919268576,7.6867222965,0,87
607,45.0919268576,7.6867222965,0,87
608,45.0919268576,7.6867222965,0,87
609,45.0656512,7.6892899,0,12
610,45.0656512,7.6892899,0,12
611,45.0656512,7.6892899,0,12
612,45.0609213038,7.6898348874,0,109
613,45.0609213038,7.6898348874,0,109
614,45.0609213038,7.6898348874,0,109
615,45.0632426626,7.6897601602,0,207
616,45.0632426626,7.6897601602,0,207
617,45.0632426626,7.6897601602,0,207
618,45.0673922779,7.6894788163,0,6
619,45.0673922779,7.6894788163,0,6
620,45.0673922779,7.6894788163,0,6
621,45.0650291937,7.6897182316,0,10
622,45.0650291937,7.6897182316,0,10
623,45.0650291937,7.6897182316,0,10
624,45.065814867,7.689873316,0,264
625,45.065814867,7.689873316,0,264
626,45.065814867,7.689873316,0,264
627,45.0583727929,7.6906737685,0,19
628,45.0583727929,7.6906737685,0,19
629,45.0583727929,7.6906737685,0,19
630,45.0699182666,7.6900598958,0,33
631,45.0699182666,7.6900598958,0,33
632,45.0699182666,7.6900598958,0,33
633,45.0699915346,7.6901378373,0,116
634,45.0699915346,7.6901378373,0,116
635,45.0699915346,7.6901378373,0,116
636,45.0680123842,7.6903775442,0,89
637,45.0680123842,7.6903775442,0,89
638,45.0680123842,7.6903775442,0,89
639,45.09255,7.68823,0,8
640,45.09255,7.68823,0,8
641,45.09255,7.68823,0,8
642,45.07512,7.6901,0,26
643,45.07512,7.6901,0,26
644,45.07512,7.6901,0,26
645,45.05811,7.6918,0,4
646,45.05811,7.6918,0,4
647,45.05811,7.6918,0,4
648,45.06533,7.6914,0,298
649,45.06533,7.6914,0,298
650,45.06533,7.6914,0,298
651,45.0655891098,7.6917372308,0,106
652,45.0655891098,7.6917372308,0,106
653,45.0655891098,7.6917372308,0,106
654,45.0632037245,7.6920158957,0,500
655,45.0632037245,7.6920158957,0,500
656,45.0632037245,7.6920158957,0,500
657,45.0655284128,7.6917980119,0,430
658,45.0655284128,7.6917980119,0,430
659,45.0655284128,7.6917980119,0,430
660,45.0661802152,7.6917546988,0,32
661,45.0661802152,7.6917546988,0,32
662,45.0661802152,7.6917546988,0,32
663,45.06416,7.69249999999999,0,113
664,45.06416,7.69249999999999,0,113
665,45.06416,7.69249999999999,0,113
666,45.079903025,7.691124,0,259
667,45.079903025,7.691124,0,259
668,45.079903025,7.691124,0,259
669,45.0571399,7.69376,0,352
670,45.0571399,7.69376,0,352
671,45.0571399,7.69376,0,352
672,45.0690467,7.6930523,0,36
673,45.0690467,7.6930523,0,36
674,45.0690467,7.6930523,0,36
675,45.0688759059,7.6930689812,0,71
676,45.0688759059,7.6930689812,0,71
677,45.0688759059,7.6930689812,0,71
678,45.0663759336,7.6933792336,0,22
679,45.0663759336,7.6933792336,0,22
680,45.0663759336,7.6933792336,0,22
681,45.0655097581,7.6938383563,0,8
682,45.0655097581,7.6938383563,0,8
683,45.0655097581,7.6938383563,0,8
684,45.08091,7.6924,0,124
685,45.08091,7.6924,0,124
686,45.08091,7.6924,0,124
687,45.05704281,7.69473175999999,0,83
688,45.05704281,7.69473175999999,0,83
689,45.05704281,7.69473175999999,0,83
690,45.06196,7.69427,0,137
691,45.06196,7.69427,0,137
692,45.06196,7.69427,0,137
693,45.0618573139,7.6944051404,0,47
694,45.0618573139,7.6944051404,0,47
695,45.0618573139,7.6944051404,0,47
696,45.06801,7.69392,0,280
697,45.06801,7.69392,0,280
698,45.06801,7.69392,0,280
699,45.0661101218,7.6944610476,0,149
700,45.0661101218,7.6944610476,0,149
701,45.0661101218,7.6944610476,0,149
702,45.0623276802,7.6948302754,0,31
703,45.0623276802,7.6948302754,0,31
704,45.0623276802,7.6948302754,0,31
705,45.0684526,7.6942959,0,53
706,45.0684526,7.6942959,0,53
707,45.0684526,7.6942959,0,53
708,45.0624034752,7.6949649391,0,1
709,45.0624034752,7.6949649391,0,1
710,45.0624034752,7.6949649391,0,1
711,45.06287,7.6951223025,0,58
712,45.06287,7.6951223025,0,58
